strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction
jackknife_plus_ab,sinex_con,0.9,4.170029403,0.602827094,5187.713257,9.723267794,1,1000,normal,"(200, 1000)",[[0.93333333 0.95       0.86666667 0.86666667 0.88333333]],10,adam,0.1
jackknife_plus_ab,sinex_con,0.896666667,0.634367715,0.9043714,12591.36022,23.697366,0,1000,normal,"(200, 1000)",[[0.73333333 0.83333333 0.95       0.98333333 0.98333333]],10,adam,0.3
jackknife_plus_ab,sinex_con,0.903333333,0.867140424,0.882215975,12075.83231,23.26512289,0.2,1000,normal,"(200, 1000)",[[0.88333333 0.93333333 0.93333333 0.96666667 0.8       ]],10,adam,0.3
jackknife_plus_ab,sinex_con,0.896666667,1.827627802,0.781789933,10042.11867,21.0870142,0.5,1000,normal,"(200, 1000)",[[0.85       0.9        0.88333333 0.91666667 0.93333333]],10,adam,0.3
jackknife_plus_ab,sinex_con,0.883333333,3.378620004,0.704245128,7370.813412,21.78665328,1,1000,normal,"(200, 1000)",[[0.9        0.83333333 0.9        0.91666667 0.86666667]],10,adam,0.3
jackknife_plus_ab,sinex_con,0.903333333,0.582608946,0.912173843,12740.24419,26.23274803,0,1000,normal,"(200, 1000)",[[1.         1.         1.         0.91666667 0.6       ]],10,adam,0.5
jackknife_plus_ab,sinex_con,0.92,0.896095872,0.879178329,12033.11061,28.27212191,0.2,1000,normal,"(200, 1000)",[[0.9        0.86666667 1.         0.93333333 0.9       ]],10,adam,0.5
jackknife_plus_ab,sinex_con,0.893333333,1.79292843,0.784760238,9979.419397,22.93193531,0.5,1000,normal,"(200, 1000)",[[0.88333333 0.91666667 0.91666667 0.85       0.9       ]],10,adam,0.5
jackknife_plus_ab,sinex_con,0.903333333,3.352588463,0.680014225,7283.843573,22.34937453,1,1000,normal,"(200, 1000)",[[0.9        0.88333333 0.93333333 0.88333333 0.91666667]],10,adam,0.5
jackknife_plus_ab,sinex_con,0.9,0.623000743,0.906084939,12637.00099,31.14574552,0,1000,normal,"(200, 1000)",[[0.61666667 0.93333333 0.95       1.         1.        ]],20,adam,0.1
jackknife_plus_ab,sinex_con,0.926666667,1.029299921,0.857676203,11303.91347,27.44148445,0.2,1000,normal,"(200, 1000)",[[0.9        0.93333333 0.91666667 0.95       0.93333333]],20,adam,0.1
jackknife_plus_ab,sinex_con,0.853333333,1.79007313,0.79395659,9983.647309,27.73795962,0.5,1000,normal,"(200, 1000)",[[0.85       0.86666667 0.91666667 0.75       0.88333333]],20,adam,0.1
jackknife_plus_ab,sinex_con,0.916666667,3.818463024,0.627970149,5904.823379,20.88379145,1,1000,normal,"(200, 1000)",[[0.9        0.93333333 0.9        0.9        0.95      ]],20,adam,0.1
jackknife_plus_ab,sinex_con,0.9,0.604579576,0.908861862,12693.58275,43.75071812,0,1000,normal,"(200, 1000)",[[0.8        0.9        0.96666667 0.85       0.98333333]],20,adam,0.3
jackknife_plus_ab,sinex_con,0.886666667,0.879989494,0.881519422,12012.53005,42.13532805,0.2,1000,normal,"(200, 1000)",[[0.88333333 0.86666667 0.93333333 0.85       0.9       ]],20,adam,0.3
jackknife_plus_ab,sinex_con,0.923333333,1.740368396,0.787711582,10001.01469,40.44575262,0.5,1000,normal,"(200, 1000)",[[0.9        0.88333333 0.91666667 0.95       0.96666667]],20,adam,0.3
jackknife_plus_ab,sinex_con,0.893333333,3.344887309,0.721903396,7543.110877,40.75732994,1,1000,normal,"(200, 1000)",[[0.91666667 0.88333333 0.9        0.93333333 0.83333333]],20,adam,0.3
jackknife_plus_ab,sinex_con,0.896666667,0.639369288,0.903617432,12576.28392,50.94815683,0,1000,normal,"(200, 1000)",[[0.8        0.88333333 0.8        1.         1.        ]],20,adam,0.5
jackknife_plus_ab,sinex_con,0.906666667,0.847611926,0.886422389,12053.13504,50.6824441,0.2,1000,normal,"(200, 1000)",[[0.9        0.88333333 0.93333333 0.96666667 0.85      ]],20,adam,0.5
jackknife_plus_ab,sinex_con,0.923333333,1.785052048,0.783721062,9854.880978,44.92728972,0.5,1000,normal,"(200, 1000)",[[0.91666667 0.91666667 0.91666667 0.96666667 0.9       ]],20,adam,0.5
jackknife_plus_ab,sinex_con,0.88,3.339984351,0.679887734,7673.868464,45.26130247,1,1000,normal,"(200, 1000)",[[0.9        0.93333333 0.91666667 0.8        0.85      ]],20,adam,0.5
jackknife_plus_ab,sinex_con,0.893333333,0.788518797,0.881133665,11842.71934,67.38532901,0,1000,normal,"(200, 1000)",[[0.88333333 0.91666667 0.95       0.95       0.76666667]],50,adam,0.1
jackknife_plus_ab,sinex_con,0.916666667,1.128814834,0.847478204,10901.53416,66.08094788,0.2,1000,normal,"(200, 1000)",[[0.91666667 0.9        0.93333333 0.91666667 0.91666667]],50,adam,0.1
