strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features
jackknife_plus_ab,non_linear_multi,0.923333333,0.007957265,0.977599039,518.207616,133.7348127,0.5,300,normal,"(200, 1000)",[[1.         0.95       0.95       0.9        0.81666667]],50,adam,1,0.022400428,3
jackknife_plus_ab,non_linear_multi,0.903333333,0.006530747,0.981615338,521.8721772,135.7717531,1,300,normal,"(200, 1000)",[[0.96666667 0.91666667 0.96666667 0.88333333 0.78333333]],50,adam,1,0.018384651,3
split,non_linear_multi,0.963333333,0.041802144,0.973092193,1886.155716,6.418093204,0,300,normal,"(200, 1000)",999,50,adam,1,0.026903904,5
split,non_linear_multi,0.976666667,0.04581021,0.970510796,1873.983633,7.41588974,0.2,300,normal,"(200, 1000)",999,50,adam,1,0.0294835,5
split,non_linear_multi,0.963333333,0.037988663,0.975546543,1898.916444,7.076681614,0.5,300,normal,"(200, 1000)",999,50,adam,1,0.024449544,5
split,non_linear_multi,0.946666667,0.029101353,0.981268201,1924.417709,6.443101883,1,300,normal,"(200, 1000)",999,50,adam,1,0.018729662,5
split_resid_norm,non_linear_multi,0.896666667,0.061697606,0.960291344,1835.241483,6.534285545,0,300,normal,"(200, 1000)",[[0.56666667 0.91666667 1.         1.         1.        ]],50,adam,1,0.039708645,5
split_resid_norm,non_linear_multi,0.976666667,0.87368983,0.437689721,1061.464174,6.401012421,0.2,300,normal,"(200, 1000)",[[0.88333333 1.         1.         1.         1.        ]],50,adam,1,0.562307706,5
split_resid_norm,non_linear_multi,0.87,0.061628255,0.960335125,1836.886719,6.319818735,0.5,300,normal,"(200, 1000)",[[0.51666667 0.85       0.98333333 1.         1.        ]],50,adam,1,0.03966401,5
split_resid_norm,non_linear_multi,0.943333333,210781662.5,-135659046.9,210781935,7.622024059,1,300,normal,"(200, 1000)",[[0.71666667 1.         1.         1.         1.        ]],50,adam,1,135659302.7,5
jackknife_plus_ab,non_linear_multi,0.963333333,0.059729871,0.961553934,1822.904791,152.4145246,0,300,normal,"(200, 1000)",[[1.         1.         0.98333333 0.9        0.93333333]],50,adam,1,0.038442209,5
jackknife_plus_ab,non_linear_multi,0.95,0.04762303,0.969347344,1860.790065,156.5495398,0.2,300,normal,"(200, 1000)",[[0.93333333 0.98333333 0.96666667 0.93333333 0.93333333]],50,adam,1,0.030650233,5
jackknife_plus_ab,non_linear_multi,0.966666667,0.054516569,0.96490879,1837.909236,159.0185423,0.5,300,normal,"(200, 1000)",[[1.         1.         0.96666667 0.91666667 0.95      ]],50,adam,1,0.035086922,5
jackknife_plus_ab,non_linear_multi,0.96,0.070928962,0.954346609,1786.841269,155.1346996,1,300,normal,"(200, 1000)",[[1.         0.98333333 1.         0.91666667 0.9       ]],50,adam,1,0.045649956,5
split,non_linear_multi,0.976666667,0.170167945,0.944978244,3657.139511,9.069592476,0,300,normal,"(200, 1000)",999,50,adam,1,0.055016201,10
split,non_linear_multi,0.92,0.141095866,0.954382574,3747.76426,8.253073215,0.2,300,normal,"(200, 1000)",999,50,adam,1,0.045617044,10
