strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc
cqr,sinex_het,0.9133333333333332,8.678927651490252,0.6305026052516243,3162.0283473094323,0.0616683959960937,1.5,300,laplace,"(200, 1000)",[[0.86666667 0.88333333 0.96666667 0.9        0.95      ]]
cqr,sinex_het,0.91,11.964409223267817,0.538958844056574,3063.384693647337,0.0640008449554443,2.0,300,laplace,"(200, 1000)",[[0.93333333 0.86666667 0.86666667 0.88333333 1.        ]]
split,sinex_con,0.8833333333333333,2.3607973803169315,0.7795388445805944,9427.928047765285,3.270719051361084,0.5,300,laplace,"(200, 1000)",999
split,sinex_con,0.8,4.900872187648253,0.620459968047004,4560.803322247824,1.6323552131652832,1.0,300,laplace,"(200, 1000)",999
split,sinex_con,0.8033333333333333,4.520585543436124,0.7865041327149246,7516.757271435635,2.428858518600464,1.5,300,laplace,"(200, 1000)",999
split,sinex_con,0.96,13.431765849798598,0.4614797413333183,1165.451905497512,4.219969272613525,2.0,300,laplace,"(200, 1000)",999
split_resid_norm,sinex_con,0.9533333333333334,3.1729405363172143,0.7036958017167646,7670.017337847785,2.83487606048584,0.5,300,laplace,"(200, 1000)",[[0.93333333 0.91666667 1.         0.96666667 0.95      ]]
split_resid_norm,sinex_con,0.98,16.97784980391232,-0.314798304301489,1979.9297473194608,2.985424280166626,1.0,300,laplace,"(200, 1000)",[[0.91666667 0.98333333 1.         1.         1.        ]]
split_resid_norm,sinex_con,0.9866666666666668,18.941508997547537,0.1054702486509981,641.0159358880301,2.082965135574341,1.5,300,laplace,"(200, 1000)",[[0.96666667 0.98333333 0.98333333 1.         1.        ]]
split_resid_norm,sinex_con,0.99,29.58866220702007,-0.1862941015050923,495.1602388088444,3.874039649963379,2.0,300,laplace,"(200, 1000)",[[0.95 1.   1.   1.   1.  ]]
