strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features,active_function
jackknife_plus_ab,poly_multi,0.9,4.303199293,0.788192214,19304.42129,372.9986484,1,500,normal,"(200, 1000)",[[0.85 0.9  0.97 0.88 0.9 ]],500,lbfgs,1,0.211807786,10,relu
jackknife_plus,non_linear_multi,0.904,0.525835832,0.506205304,468.7215641,276.5476394,0,500,normal,"(200, 1000)",[[0.96 0.99 0.87 0.78 0.92]],500,sgd,1,0.493794687,3,relu
jackknife_plus,non_linear_multi,0.904,0.525835832,0.506205304,468.7215641,276.1991346,0.2,500,normal,"(200, 1000)",[[0.96 0.99 0.87 0.78 0.92]],500,sgd,1,0.493794687,3,relu
jackknife_plus,non_linear_multi,0.904,0.525835832,0.506205304,468.7215641,277.4369671,0.5,500,normal,"(200, 1000)",[[0.96 0.99 0.87 0.78 0.92]],500,sgd,1,0.493794687,3,relu
jackknife_plus,non_linear_multi,0.904,0.525835832,0.506205304,468.7215641,276.2663248,1,500,normal,"(200, 1000)",[[0.96 0.99 0.87 0.78 0.92]],500,sgd,1,0.493794687,3,relu
jackknife_plus_ab,non_linear_multi,0.902,0.510767276,0.520355683,460.9298403,27.35666418,0,500,normal,"(200, 1000)",[[0.94 0.96 0.94 0.9  0.77]],500,sgd,1,0.479644315,3,relu
jackknife_plus_ab,non_linear_multi,0.902,0.511748592,0.519434162,458.3632679,27.86026955,0.2,500,normal,"(200, 1000)",[[0.94 0.93 0.84 0.9  0.9 ]],500,sgd,1,0.480565836,3,relu
jackknife_plus_ab,non_linear_multi,0.902,0.505624292,0.525185285,474.5842273,27.37061906,0.5,500,normal,"(200, 1000)",[[0.81 0.83 0.91 0.96 1.  ]],500,sgd,1,0.474814713,3,relu
jackknife_plus_ab,non_linear_multi,0.904,0.507757975,0.523181609,465.7017047,27.46912217,1,500,normal,"(200, 1000)",[[1.   0.9  0.78 0.87 0.97]],500,sgd,1,0.476818383,3,relu
jackknife_plus,non_linear_multi,0.916,0.708147509,0.728321971,2068.453419,275.8955982,0,500,normal,"(200, 1000)",[[0.9  0.94 0.91 0.9  0.93]],500,sgd,1,0.271677843,5,relu
jackknife_plus,non_linear_multi,0.916,0.708147509,0.728321971,2068.453419,275.2725072,0.2,500,normal,"(200, 1000)",[[0.9  0.94 0.91 0.9  0.93]],500,sgd,1,0.271677843,5,relu
jackknife_plus,non_linear_multi,0.916,0.708147509,0.728321971,2068.453419,275.5328474,0.5,500,normal,"(200, 1000)",[[0.9  0.94 0.91 0.9  0.93]],500,sgd,1,0.271677843,5,relu
jackknife_plus,non_linear_multi,0.916,0.708147509,0.728321971,2068.453419,276.2285969,1,500,normal,"(200, 1000)",[[0.9  0.94 0.91 0.9  0.93]],500,sgd,1,0.271677843,5,relu
jackknife_plus_ab,non_linear_multi,0.902,0.688097117,0.736014404,2129.46142,278.4660177,0,500,normal,"(200, 1000)",[[0.98 0.92 0.83 0.93 0.85]],500,sgd,1,0.263985593,5,relu
jackknife_plus_ab,non_linear_multi,0.902,0.68425803,0.737487254,2140.235228,276.8920269,0.2,500,normal,"(200, 1000)",[[0.91 0.9  0.87 0.87 0.96]],500,sgd,1,0.262512743,5,relu
jackknife_plus_ab,non_linear_multi,0.902,0.686879275,0.736481624,2131.343544,277.3878491,0.5,500,normal,"(200, 1000)",[[0.71 0.85 0.98 0.99 0.98]],500,sgd,1,0.263518373,5,relu
jackknife_plus_ab,non_linear_multi,0.902,0.685033281,0.737189832,2137.45485,278.2595339,1,500,normal,"(200, 1000)",[[0.88 0.91 0.93 0.93 0.86]],500,sgd,1,0.262810166,5,relu
jackknife_plus,non_linear_multi,0.9,1.331626066,0.632926059,2285.119788,283.7566807,0,500,normal,"(200, 1000)",[[0.94 0.84 0.87 0.94 0.91]],500,sgd,1,0.367073941,10,relu
jackknife_plus,non_linear_multi,0.9,1.331626066,0.632926059,2285.119788,283.2542713,0.2,500,normal,"(200, 1000)",[[0.94 0.84 0.87 0.94 0.91]],500,sgd,1,0.367073941,10,relu
jackknife_plus,non_linear_multi,0.9,1.331626066,0.632926059,2285.119788,284.1821272,0.5,500,normal,"(200, 1000)",[[0.94 0.84 0.87 0.94 0.91]],500,sgd,1,0.367073941,10,relu
jackknife_plus,non_linear_multi,0.9,1.331626066,0.632926059,2285.119788,283.6267867,1,500,normal,"(200, 1000)",[[0.94 0.84 0.87 0.94 0.91]],500,sgd,1,0.367073941,10,relu
jackknife_plus_ab,non_linear_multi,0.902,1.313511701,0.637919434,2305.094484,285.0382187,0,500,normal,"(200, 1000)",[[0.87 0.95 0.92 0.93 0.84]],500,sgd,1,0.362080563,10,relu
jackknife_plus_ab,non_linear_multi,0.902,1.32066026,0.635948874,2290.952515,284.8711877,0.2,500,normal,"(200, 1000)",[[0.92 0.88 0.93 0.89 0.89]],500,sgd,1,0.364051124,10,relu
jackknife_plus_ab,non_linear_multi,0.9,1.314243193,0.637717795,2304.279752,285.4304156,0.5,500,normal,"(200, 1000)",[[0.97 0.92 0.84 0.91 0.86]],500,sgd,1,0.362282205,10,relu
jackknife_plus_ab,non_linear_multi,0.9,1.311000931,0.638611552,2309.959166,284.6164992,1,500,normal,"(200, 1000)",[[0.87 0.92 0.91 0.89 0.91]],500,sgd,1,0.361388448,10,relu
jackknife_plus,non_linear_multi,0.918,0.034791338,0.967328315,2454.514994,324.0200038,0,500,normal,"(200, 1000)",[[0.95 0.87 0.9  0.97 0.9 ]],500,lbfgs,1,0.032671371,3,relu
jackknife_plus,non_linear_multi,0.918,0.034791338,0.967328315,2454.514994,323.6704946,0.2,500,normal,"(200, 1000)",[[0.95 0.87 0.9  0.97 0.9 ]],500,lbfgs,1,0.032671371,3,relu
jackknife_plus,non_linear_multi,0.918,0.034791338,0.967328315,2454.514994,325.7358398,0.5,500,normal,"(200, 1000)",[[0.95 0.87 0.9  0.97 0.9 ]],500,lbfgs,1,0.032671371,3,relu
jackknife_plus,non_linear_multi,0.918,0.034791338,0.967328315,2454.514994,323.9024668,1,500,normal,"(200, 1000)",[[0.95 0.87 0.9  0.97 0.9 ]],500,lbfgs,1,0.032671371,3,relu
jackknife_plus_ab,non_linear_multi,0.902,0.031222598,0.970679908,2482.305086,330.1307175,0,500,normal,"(200, 1000)",[[0.89 0.95 0.92 0.84 0.91]],500,lbfgs,1,0.029320088,3,relu
jackknife_plus_ab,non_linear_multi,0.902,0.03106965,0.970823536,2483.313817,328.4051304,0.2,500,normal,"(200, 1000)",[[0.87 0.85 0.93 0.92 0.94]],500,lbfgs,1,0.02917646,3,relu
jackknife_plus_ab,non_linear_multi,0.902,0.031208992,0.970692685,2482.116576,332.7560406,0.5,500,normal,"(200, 1000)",[[0.88 0.91 0.95 0.89 0.88]],500,lbfgs,1,0.029307312,3,relu
jackknife_plus_ab,non_linear_multi,0.898,0.030697635,0.971172883,2484.653124,330.3055761,1,500,normal,"(200, 1000)",[[0.81 0.87 0.93 0.92 0.96]],500,lbfgs,1,0.028827113,3,relu
jackknife_plus,non_linear_multi,0.918,0.122944766,0.952832444,5062.616693,338.1326871,0,500,normal,"(200, 1000)",[[0.92 0.96 0.91 0.89 0.91]],500,lbfgs,1,0.047167247,5,relu
jackknife_plus,non_linear_multi,0.918,0.122944766,0.952832444,5062.616693,400.9200745,0.2,500,normal,"(200, 1000)",[[0.92 0.96 0.91 0.89 0.91]],500,lbfgs,1,0.047167247,5,relu
jackknife_plus,non_linear_multi,0.918,0.122944766,0.952832444,5062.616693,406.3969622,0.5,500,normal,"(200, 1000)",[[0.92 0.96 0.91 0.89 0.91]],500,lbfgs,1,0.047167247,5,relu
