strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction
jackknife_plus_ab,linear,0.88,0.646838185,0.939012473,18170.62264,710.074033,0.2,1000,normal,"(400, 2000, 2000, 2000)",[[0.81666667 0.9        0.91666667 0.98333333 0.78333333]],20,sgd,0.3
jackknife_plus_ab,linear,0.893333333,1.690589975,0.851375504,15333.41145,600.9916174,0.5,1000,normal,"(400, 2000, 2000, 2000)",[[0.85       0.86666667 0.93333333 0.9        0.91666667]],20,sgd,0.3
jackknife_plus_ab,linear,0.896666667,3.318344903,0.748394339,11757.04353,566.0767577,1,1000,normal,"(400, 2000, 2000, 2000)",[[0.9        0.91666667 0.93333333 0.86666667 0.86666667]],20,sgd,0.3
jackknife_plus_ab,linear,0.913333333,0.014191341,0.998580688,20020.65886,781.2725644,0,1000,normal,"(400, 2000, 2000, 2000)",[[1.         1.         0.93333333 0.78333333 0.85      ]],20,sgd,0.5
jackknife_plus_ab,linear,0.903333333,0.67535139,0.934325367,18115.96684,818.8662791,0.2,1000,normal,"(400, 2000, 2000, 2000)",[[0.95       0.86666667 0.83333333 0.95       0.91666667]],20,sgd,0.5
jackknife_plus_ab,linear,0.88,1.642704845,0.866704577,15633.76292,903.0912876,0.5,1000,normal,"(400, 2000, 2000, 2000)",[[0.86666667 0.88333333 0.95       0.86666667 0.83333333]],20,sgd,0.5
jackknife_plus_ab,linear,0.903333333,3.305251621,0.739651355,12034.46589,817.4725587,1,1000,normal,"(400, 2000, 2000, 2000)",[[0.91666667 0.81666667 0.95       0.93333333 0.9       ]],20,sgd,0.5
jackknife_plus_ab,linear,0.896666667,1.541524058,0.845847585,14177.2789,141.4563401,0,1000,normal,"(400, 2000, 2000, 2000)",[[0.98333333 1.         1.         0.95       0.55      ]],20,lbfgs,0.1
jackknife_plus_ab,linear,0.92,1.879758376,0.818262332,13268.39139,135.457689,0.2,1000,normal,"(400, 2000, 2000, 2000)",[[0.98333333 0.81666667 0.9        1.         0.9       ]],20,lbfgs,0.1
jackknife_plus_ab,linear,0.92,2.173878684,0.822638605,13176.33312,179.6215246,0.5,1000,normal,"(400, 2000, 2000, 2000)",[[0.9        0.93333333 0.9        0.93333333 0.93333333]],20,lbfgs,0.1
jackknife_plus_ab,linear,0.916666667,3.555379627,0.709255886,10755.03451,160.5318608,1,1000,normal,"(400, 2000, 2000, 2000)",[[0.95       0.91666667 0.93333333 0.93333333 0.85      ]],20,lbfgs,0.1
jackknife_plus_ab,linear,0.98,0.0774733,0.99224632,19779.46737,653.5915856,0,1000,normal,"(400, 2000, 2000, 2000)",[[1.         0.96666667 0.95       1.         0.98333333]],20,lbfgs,0.3
jackknife_plus_ab,linear,0.903333333,0.678130128,0.934088554,17960.43584,643.4680901,0.2,1000,normal,"(400, 2000, 2000, 2000)",[[0.9        0.8        0.95       0.95       0.91666667]],20,lbfgs,0.3
jackknife_plus_ab,linear,0.9,1.686625696,0.855470545,15710.22975,660.3088996,0.5,1000,normal,"(400, 2000, 2000, 2000)",[[0.91666667 0.91666667 0.88333333 0.9        0.88333333]],20,lbfgs,0.3
jackknife_plus_ab,linear,0.88,3.33021546,0.74652381,11720.3717,622.2614052,1,1000,normal,"(400, 2000, 2000, 2000)",[[0.88333333 0.86666667 0.93333333 0.86666667 0.85      ]],20,lbfgs,0.3
jackknife_plus_ab,linear,0.94,0.012910811,0.998707321,20027.68721,785.0764811,0,1000,normal,"(400, 2000, 2000, 2000)",[[1.  1.  1.  1.  0.7]],20,lbfgs,0.5
jackknife_plus_ab,linear,0.93,0.685705383,0.934232834,18151.40192,817.1047089,0.2,1000,normal,"(400, 2000, 2000, 2000)",[[0.98333333 0.91666667 0.91666667 0.95       0.88333333]],20,lbfgs,0.5
jackknife_plus_ab,linear,0.896666667,1.642969838,0.866136345,15617.59299,813.9957447,0.5,1000,normal,"(400, 2000, 2000, 2000)",[[0.93333333 0.85       0.93333333 0.83333333 0.93333333]],20,lbfgs,0.5
jackknife_plus_ab,linear,0.916666667,3.443757734,0.751244656,11857.16691,920.799453,1,1000,normal,"(400, 2000, 2000, 2000)",[[0.9        0.91666667 0.91666667 0.96666667 0.88333333]],20,lbfgs,0.5
jackknife_plus_ab,linear,0.896666667,1.546297793,0.845370211,14162.91202,289.8069885,0,1000,normal,"(400, 2000, 2000, 2000)",[[1.         1.         0.98333333 1.         0.5       ]],50,adam,0.1
jackknife_plus_ab,linear,0.896666667,1.745661961,0.831564095,13795.59219,329.3046696,0.2,1000,normal,"(400, 2000, 2000, 2000)",[[0.95       0.93333333 0.71666667 0.88333333 1.        ]],50,adam,0.1
jackknife_plus_ab,linear,0.886666667,2.408997928,0.78355954,12340.31988,285.650748,0.5,1000,normal,"(400, 2000, 2000, 2000)",[[0.83333333 0.88333333 0.96666667 0.91666667 0.83333333]],50,adam,0.1
jackknife_plus_ab,linear,0.883333333,3.555889121,0.737133978,10538.23692,427.4301808,1,1000,normal,"(400, 2000, 2000, 2000)",[[0.91666667 0.88333333 0.8        0.91666667 0.9       ]],50,adam,0.1
jackknife_plus_ab,linear,0.943333333,0.049350448,0.995063087,19897.52349,1625.548577,0,1000,normal,"(400, 2000, 2000, 2000)",[[1.         1.         1.         0.8        0.91666667]],50,adam,0.3
jackknife_plus_ab,linear,0.906666667,0.691365729,0.934237114,18050.13126,1603.076574,0.2,1000,normal,"(400, 2000, 2000, 2000)",[[0.9        0.91666667 0.81666667 0.93333333 0.96666667]],50,adam,0.3
jackknife_plus_ab,linear,0.85,1.582917856,0.857266694,15551.31345,1563.161462,0.5,1000,normal,"(400, 2000, 2000, 2000)",[[0.93333333 0.86666667 0.85       0.83333333 0.76666667]],50,adam,0.3
jackknife_plus_ab,linear,0.92,3.390426193,0.746004448,11767.90064,1530.363835,1,1000,normal,"(400, 2000, 2000, 2000)",[[0.9        0.9        0.95       0.91666667 0.93333333]],50,adam,0.3
jackknife_plus_ab,linear,0.91,0.009834253,0.999016475,20034.61198,1986.02756,0,1000,normal,"(400, 2000, 2000, 2000)",[[1.   1.   1.   1.   0.55]],50,adam,0.5
jackknife_plus_ab,linear,0.913333333,0.677961433,0.93636396,18136.42891,2051.130435,0.2,1000,normal,"(400, 2000, 2000, 2000)",[[0.91666667 0.88333333 0.96666667 0.91666667 0.88333333]],50,adam,0.5
jackknife_plus_ab,linear,0.886666667,1.684050614,0.851030871,15302.14895,2223.618359,0.5,1000,normal,"(400, 2000, 2000, 2000)",[[0.86666667 0.85       0.9        0.93333333 0.88333333]],50,adam,0.5
jackknife_plus_ab,linear,0.936666667,3.551519245,0.724573684,11330.33301,2079.105654,1,1000,normal,"(400, 2000, 2000, 2000)",[[0.93333333 0.93333333 0.98333333 0.88333333 0.95      ]],50,adam,0.5
jackknife_plus_ab,linear,0.896666667,1.519977559,0.848002235,14252.28958,308.1187866,0,1000,normal,"(400, 2000, 2000, 2000)",[[1.         1.         0.95       0.86666667 0.66666667]],50,sgd,0.1
jackknife_plus_ab,linear,0.903333333,1.712236686,0.838846508,13862.37481,309.5664606,0.2,1000,normal,"(400, 2000, 2000, 2000)",[[1.         0.93333333 0.96666667 1.         0.61666667]],50,sgd,0.1
jackknife_plus_ab,linear,0.873333333,2.230460382,0.81952334,12792.76082,309.2761629,0.5,1000,normal,"(400, 2000, 2000, 2000)",[[0.81666667 0.95       0.88333333 0.8        0.91666667]],50,sgd,0.1
jackknife_plus_ab,linear,0.896666667,3.638355835,0.711648074,10071.44065,359.0178058,1,1000,normal,"(400, 2000, 2000, 2000)",[[0.85       0.9        0.91666667 0.95       0.86666667]],50,sgd,0.1
jackknife_plus_ab,linear,0.993333333,0.065333368,0.993458009,19844.20923,1625.029027,0,1000,normal,"(400, 2000, 2000, 2000)",[[1.         1.         1.         1.         0.96666667]],50,sgd,0.3
jackknife_plus_ab,linear,0.936666667,0.659365726,0.938040942,18083.97962,1618.521682,0.2,1000,normal,"(400, 2000, 2000, 2000)",[[0.86666667 0.96666667 0.93333333 0.95       0.96666667]],50,sgd,0.3
