strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features
jackknife_plus_ab,linear_multi,0.9133333333333332,1.0285630814345916,0.6508241578628096,1165.0120982167812,6.047308444976807,0.5,300,normal,"(200, 1000)",[[1.         1.         1.         1.         0.56666667]],5,adam,0.3,0.3491757264351077,10
jackknife_plus_ab,linear_multi,0.91,0.269603764352824,0.9084750508654944,3124.275056094716,7.834621667861938,1.0,300,normal,"(200, 1000)",[[0.93333333 0.91666667 0.95       0.96666667 0.78333333]],5,adam,0.3,0.091524858286996,10
jackknife_plus_ab,linear_multi,0.9166666666666666,0.0101974214057745,0.972339129735268,530.0603653733643,5.307443380355835,0.0,300,normal,"(200, 1000)",[[0.86666667 0.98333333 1.         0.93333333 0.8       ]],5,adam,0.5,0.0276606001704916,3
jackknife_plus_ab,linear_multi,0.9533333333333334,0.0297662740922626,0.9192560905893388,462.34362755123664,4.545202016830444,0.2,300,normal,"(200, 1000)",[[1.         0.98333333 0.96666667 0.96666667 0.85      ]],5,adam,0.5,0.0807412946340624,3
jackknife_plus_ab,linear_multi,0.9633333333333334,0.0285851319911615,0.9224588641808869,484.4372221046855,9.719271183013916,0.5,300,normal,"(200, 1000)",[[1.         1.         1.         0.96666667 0.85      ]],5,adam,0.5,0.0775374357266929,3
jackknife_plus_ab,linear_multi,0.9466666666666668,0.4315189684177843,-0.1704988339732735,9.491756961230143,7.422791481018066,1.0,300,normal,"(200, 1000)",[[1.         1.         1.         1.         0.73333333]],5,adam,0.5,1.1704992052822496,3
jackknife_plus_ab,linear_multi,0.9833333333333332,0.2068747112919221,0.8552712653283818,1086.0565239895564,7.592182159423828,0.0,300,normal,"(200, 1000)",[[1.         1.         1.         0.98333333 0.93333333]],5,adam,0.5,0.1447227952672082,5
jackknife_plus_ab,linear_multi,0.9766666666666668,0.2066294667224437,0.8554437417053948,1099.422345095948,8.27016305923462,0.2,300,normal,"(200, 1000)",[[1.         1.         1.         1.         0.88333333]],5,adam,0.5,0.144551230171613,5
jackknife_plus_ab,linear_multi,0.9133333333333332,0.4353779987027497,0.695423639976493,551.2616493833208,4.030416250228882,0.5,300,normal,"(200, 1000)",[[1.         0.98333333 1.         0.95       0.63333333]],5,adam,0.5,0.3045762363926266,5
jackknife_plus_ab,linear_multi,0.89,0.4482635776699732,0.6864093645288121,653.3381572591643,4.127613544464111,1.0,300,normal,"(200, 1000)",[[0.76666667 0.88333333 0.96666667 0.95       0.88333333]],5,adam,0.5,0.3135905668302481,5
jackknife_plus_ab,linear_multi,0.91,1.201407485456684,0.5921471420110828,813.2429112633957,3.494110345840454,0.0,300,normal,"(200, 1000)",[[0.86666667 0.96666667 1.         0.96666667 0.75      ]],5,adam,0.5,0.4078527987742001,10
jackknife_plus_ab,linear_multi,0.9266666666666666,0.9929004680520744,0.6629305160274251,1103.62993466674,5.2104551792144775,0.2,300,normal,"(200, 1000)",[[1.         1.         1.         1.         0.63333333]],5,adam,0.5,0.3370690125551514,10
jackknife_plus_ab,linear_multi,0.9166666666666666,0.1289394001435803,0.956227495688332,3595.2543702264807,10.775972604751589,0.5,300,normal,"(200, 1000)",[[0.98333333 0.98333333 0.98333333 0.88333333 0.75      ]],5,adam,0.5,0.0437722386928825,10
jackknife_plus_ab,linear_multi,0.94,0.1756905043115061,0.9403552313681416,3475.325913973976,9.565932035446169,1.0,300,normal,"(200, 1000)",[[1.         0.95       0.96666667 0.91666667 0.86666667]],5,adam,0.5,0.0596432640622846,10
jackknife_plus_ab,poly_multi,0.91,1.205350728670424,0.5863364129481261,751.3961137275799,2.2309136390686035,0.0,300,normal,"(200, 1000)",[[0.96666667 0.75       0.98333333 1.         0.85      ]],5,adam,0.1,0.4136635284182297,3
jackknife_plus_ab,poly_multi,0.9066666666666666,0.9876717420706448,0.661041551277489,1216.1167474180495,3.547853469848633,0.2,300,normal,"(200, 1000)",[[0.78333333 0.91666667 0.96666667 0.95       0.91666667]],5,adam,0.1,0.3389584193428859,3
jackknife_plus_ab,poly_multi,0.9,1.079706848364285,0.6294561127080721,1088.9048055836583,3.120911359786988,0.5,300,normal,"(200, 1000)",[[1.         0.93333333 0.81666667 0.96666667 0.78333333]],5,adam,0.1,0.3705438872919279,3
jackknife_plus_ab,poly_multi,0.9033333333333332,0.8813484110922911,0.697530607342585,1494.6947410530547,3.003308057785034,1.0,300,normal,"(200, 1000)",[[0.86666667 0.85       0.88333333 0.93333333 0.98333333]],5,adam,0.1,0.3024693849070748,3
jackknife_plus_ab,poly_multi,0.9033333333333332,3.313639050979337,0.5697076000968113,1422.8842558028034,5.269753694534302,0.0,300,normal,"(200, 1000)",[[0.66666667 0.85       1.         1.         1.        ]],5,adam,0.1,0.4302923935731041,5
jackknife_plus_ab,poly_multi,0.9,2.926874515515824,0.619930891206389,1750.8816562672732,5.091173887252808,0.2,300,normal,"(200, 1000)",[[0.98333333 0.91666667 1.         0.98333333 0.61666667]],5,adam,0.1,0.3800691087936109,5
jackknife_plus_ab,poly_multi,0.91,3.1561710870318005,0.5901555401092894,1469.6890707961024,5.093150615692139,0.5,300,normal,"(200, 1000)",[[0.96666667 0.88333333 0.93333333 0.96666667 0.8       ]],5,adam,0.1,0.4098444008751537,5
jackknife_plus_ab,poly_multi,0.9033333333333332,3.920738343547464,0.4908727599666186,978.2710389759284,5.359920501708984,1.0,300,normal,"(200, 1000)",[[0.6        0.91666667 1.         1.         1.        ]],5,adam,0.1,0.5091272345792395,5
jackknife_plus_ab,poly_multi,0.9033333333333332,6.9534697747889735,0.6408793830454096,4848.983431744063,2.0316290855407715,0.0,300,normal,"(200, 1000)",[[1.         0.95       0.88333333 0.81666667 0.86666667]],5,adam,0.1,0.3591206098337082,10
jackknife_plus_ab,poly_multi,0.9133333333333332,6.116672632530617,0.6840966995249864,5884.571811875454,2.155003547668457,0.2,300,normal,"(200, 1000)",[[0.91666667 0.95       0.93333333 0.93333333 0.83333333]],5,adam,0.1,0.3159031788578117,10
jackknife_plus_ab,poly_multi,0.8966666666666666,6.222908626871988,0.6786101233150927,6008.772203745393,2.2714359760284424,0.5,300,normal,"(200, 1000)",[[0.88333333 0.83333333 0.96666667 0.93333333 0.86666667]],5,adam,0.1,0.3213898691447946,10
jackknife_plus_ab,poly_multi,0.9066666666666666,6.527167118338094,0.6628962925263059,5907.076071884672,2.170427799224853,1.0,300,normal,"(200, 1000)",[[0.81666667 0.91666667 0.98333333 0.96666667 0.85      ]],5,adam,0.1,0.337103678011636,10
jackknife_plus_ab,poly_multi,0.9166666666666666,1.0885430228460995,0.6264234577589117,901.4458976273808,2.770181894302368,0.0,300,normal,"(200, 1000)",[[1.         1.         1.         1.         0.58333333]],5,adam,0.3,0.3735763682345481,3
jackknife_plus_ab,poly_multi,0.9233333333333332,1.1418787081619493,0.6081190617098837,845.752746275203,3.2920844554901123,0.2,300,normal,"(200, 1000)",[[1.         0.95       0.9        0.95       0.81666667]],5,adam,0.3,0.3918806072029815,3
jackknife_plus_ab,poly_multi,0.9033333333333332,1.03822874344666,0.6436909492609462,1034.396901662204,3.0498909950256348,0.5,300,normal,"(200, 1000)",[[0.81666667 1.         0.98333333 0.96666667 0.75      ]],5,adam,0.3,0.356309043586932,3
jackknife_plus_ab,poly_multi,0.9233333333333332,0.8971771448714844,0.6920979854883231,1449.5698234904596,3.3540501594543457,1.0,300,normal,"(200, 1000)",[[0.86666667 0.93333333 0.93333333 1.         0.88333333]],5,adam,0.3,0.3079016377026711,3
jackknife_plus_ab,poly_multi,0.91,3.05619883867012,0.6031374289254503,1619.539178138614,5.668866157531738,0.0,300,normal,"(200, 1000)",[[1.         0.98333333 1.         0.88333333 0.68333333]],5,adam,0.3,0.3968625107608038,5
