strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features,active_function
jackknife_plus_ab,poly_multi,0.902,0.267831068,0.892050718,4320.829261,66.57222891,0.5,500,normal,"(200, 1000)",[[0.91 0.88 0.84 0.93 0.95]],50,adam,1,0.107949279,3,tanh
jackknife_plus_ab,poly_multi,0.9,0.265947205,0.892810012,4325.619856,60.07667661,1,500,normal,"(200, 1000)",[[0.88 0.93 0.87 0.93 0.89]],50,adam,1,0.107189988,3,tanh
split_resid_norm,poly_multi,0.912,0.347804865,0.859817169,3801.679936,24.83714914,0,500,normal,"(200, 1000)",[[0.87 0.85 0.91 0.93 1.  ]],50,adam,1,0.140182707,3,logistic
split_resid_norm,poly_multi,0.99,3.400366269,-0.370514201,900.3349514,24.37756324,0.2,500,normal,"(200, 1000)",[[0.95 1.   1.   1.   1.  ]],50,adam,1,1.370517202,3,logistic
split_resid_norm,poly_multi,0.934,0.85666244,0.654721553,2379.571064,24.8504684,0.5,500,normal,"(200, 1000)",[[0.73 0.94 1.   1.   1.  ]],50,adam,1,0.34527769,3,logistic
split_resid_norm,poly_multi,0.9,2.960056705,-0.193050487,298.600432,13.38287544,1,500,normal,"(200, 1000)",[[0.65 0.87 0.98 1.   1.  ]],50,adam,1,1.193050487,3,logistic
cv_plus,poly_multi,0.976,1.166739901,0.529742568,660.31901,504.2358048,0,500,normal,"(200, 1000)",[[1.   1.   0.98 0.99 0.91]],50,adam,1,0.470254372,3,logistic
cv_plus,poly_multi,0.978,1.160486528,0.532262811,681.8644921,491.2604482,0.2,500,normal,"(200, 1000)",[[1.   1.   0.99 0.99 0.91]],50,adam,1,0.467733951,3,logistic
cv_plus,poly_multi,0.966,1.181559707,0.523770225,615.5881831,438.3339925,0.5,500,normal,"(200, 1000)",[[1.   1.   0.98 0.99 0.86]],50,adam,1,0.476227493,3,logistic
cv_plus,poly_multi,0.956,1.317544227,0.468962492,406.2848703,384.261524,1,500,normal,"(200, 1000)",[[1.   1.   1.   0.98 0.8 ]],50,adam,1,0.531036037,3,logistic
jackknife_plus_ab,poly_multi,0.926,0.372105728,0.850022258,3465.14273,566.839355,0,500,normal,"(200, 1000)",[[0.98 0.99 0.95 0.93 0.78]],50,adam,1,0.149977167,3,logistic
jackknife_plus_ab,poly_multi,0.926,0.495831279,0.800154724,2752.357012,517.8265092,0.2,500,normal,"(200, 1000)",[[1.   1.   0.99 0.92 0.72]],50,adam,1,0.199844735,3,logistic
jackknife_plus_ab,poly_multi,0.924,0.748413225,0.69835174,1686.103057,426.3313601,0.5,500,normal,"(200, 1000)",[[0.99 0.98 1.   0.98 0.67]],50,adam,1,0.301647857,3,logistic
jackknife_plus_ab,poly_multi,0.904,1.280629839,0.483842295,461.9766189,205.1280205,1,500,normal,"(200, 1000)",[[1.   1.   1.   0.98 0.54]],50,adam,1,0.516157697,3,logistic
split_resid_norm,poly_multi,0.84,2.815893774,0.63204385,9081.125539,6.862016201,0,500,normal,"(200, 1000)",[[0.45 0.78 0.97 1.   1.  ]],50,adam,1,0.367953875,5,relu
split_resid_norm,poly_multi,0.906,0.826258172,0.892032509,12971.03773,8.690603495,0.2,500,normal,"(200, 1000)",[[0.63 0.92 0.98 1.   1.  ]],50,adam,1,0.107967459,5,relu
split_resid_norm,poly_multi,0.922,0.6370673,0.916753738,13572.3758,9.622518778,0.5,500,normal,"(200, 1000)",[[0.7  0.92 0.99 1.   1.  ]],50,adam,1,0.083245818,5,relu
split_resid_norm,poly_multi,0.978,1.665350396,0.782383291,10346.77504,9.28518486,1,500,normal,"(200, 1000)",[[0.91 0.98 1.   1.   1.  ]],50,adam,1,0.217611949,5,relu
cv_plus,poly_multi,0.968,0.311760547,0.959257699,15005.54401,248.7657511,0,500,normal,"(200, 1000)",[[1.   0.99 0.99 0.98 0.88]],50,adam,1,0.040737865,5,relu
cv_plus,poly_multi,0.966,0.332116524,0.956598045,14908.66014,233.0416098,0.2,500,normal,"(200, 1000)",[[0.99 0.99 0.99 0.97 0.89]],50,adam,1,0.043397788,5,relu
cv_plus,poly_multi,0.97,0.322804412,0.957814336,14949.62048,236.4302027,0.5,500,normal,"(200, 1000)",[[1.   1.   0.98 0.98 0.89]],50,adam,1,0.042180971,5,relu
cv_plus,poly_multi,0.964,0.31013926,0.959470059,15018.03248,238.8359406,1,500,normal,"(200, 1000)",[[0.98 0.99 0.98 1.   0.87]],50,adam,1,0.040526011,5,relu
jackknife_plus_ab,poly_multi,0.9,0.220548794,0.971180808,15426.734,264.3190162,0,500,normal,"(200, 1000)",[[0.92 0.92 0.95 0.92 0.79]],50,adam,1,0.028819192,5,relu
jackknife_plus_ab,poly_multi,0.902,0.230434256,0.969889067,15373.5048,257.2800064,0.2,500,normal,"(200, 1000)",[[0.98 0.93 0.92 0.92 0.76]],50,adam,1,0.030110929,5,relu
jackknife_plus_ab,poly_multi,0.904,0.229598233,0.969998299,15381.76172,257.2925105,0.5,500,normal,"(200, 1000)",[[0.9  0.93 0.94 0.92 0.83]],50,adam,1,0.030001686,5,relu
jackknife_plus_ab,poly_multi,0.916,0.229296299,0.97003752,15379.76228,258.2668037,1,500,normal,"(200, 1000)",[[0.97 0.97 0.92 0.88 0.84]],50,adam,1,0.029962232,5,relu
split_resid_norm,poly_multi,0.826,2.128963479,0.721803607,9269.456417,3.686666727,0,500,normal,"(200, 1000)",[[0.5  0.74 0.89 1.   1.  ]],50,adam,1,0.278192441,5,tanh
split_resid_norm,poly_multi,0.948,5.912177856,0.227453022,5117.458236,3.07448101,0.2,500,normal,"(200, 1000)",[[0.75 0.99 1.   1.   1.  ]],50,adam,1,0.772546454,5,tanh
split_resid_norm,poly_multi,0.932,1.757925218,0.770290477,9284.810423,3.206784248,0.5,500,normal,"(200, 1000)",[[0.81 0.9  0.96 0.99 1.  ]],50,adam,1,0.229708735,5,tanh
split_resid_norm,poly_multi,0.882,1.681163839,0.78032145,9692.143023,3.007835865,1,500,normal,"(200, 1000)",[[0.67 0.84 0.93 0.97 1.  ]],50,adam,1,0.219678297,5,tanh
cv_plus,poly_multi,0.91,1.336412721,0.825370376,10265.63286,82.10433531,0,500,normal,"(200, 1000)",[[0.94 0.91 0.9  0.93 0.87]],50,adam,1,0.174629542,5,tanh
cv_plus,poly_multi,0.918,1.334940756,0.825562533,10337.96891,83.90077877,0.2,500,normal,"(200, 1000)",[[0.91 0.89 0.93 0.89 0.97]],50,adam,1,0.174437199,5,tanh
cv_plus,poly_multi,0.904,1.30942176,0.828897364,10387.66199,80.58390641,0.5,500,normal,"(200, 1000)",[[0.95 0.93 0.86 0.93 0.85]],50,adam,1,0.171102623,5,tanh
cv_plus,poly_multi,0.912,1.316301309,0.827998305,10448.82157,81.08565712,1,500,normal,"(200, 1000)",[[0.98 0.91 0.88 0.88 0.91]],50,adam,1,0.172001576,5,tanh
jackknife_plus_ab,poly_multi,0.902,1.311553967,0.828618757,10373.31951,88.61405134,0,500,normal,"(200, 1000)",[[0.84 0.93 0.9  0.91 0.93]],50,adam,1,0.171381239,5,tanh
jackknife_plus_ab,poly_multi,0.902,1.311225948,0.82866162,10403.60993,84.37338734,0.2,500,normal,"(200, 1000)",[[0.83 0.89 0.96 0.91 0.92]],50,adam,1,0.171338377,5,tanh
jackknife_plus_ab,poly_multi,0.902,1.297647319,0.830435944,10492.88132,87.45432782,0.5,500,normal,"(200, 1000)",[[0.94 0.9  0.9  0.88 0.89]],50,adam,1,0.169564052,5,tanh
jackknife_plus_ab,poly_multi,0.898,1.298318663,0.83034822,10495.86706,85.8460598,1,500,normal,"(200, 1000)",[[0.9  0.89 0.91 0.94 0.85]],50,adam,1,0.169651777,5,tanh
split_resid_norm,poly_multi,0.958,6.16663629,0.194202715,351.3785872,15.43648958,0,500,normal,"(200, 1000)",[[0.84 0.99 0.97 1.   0.99]],50,adam,1,0.805796632,5,logistic
split_resid_norm,poly_multi,0.914,5.192074479,0.321549656,1452.161403,22.74508429,0.2,500,normal,"(200, 1000)",[[0.72 0.88 0.97 1.   1.  ]],50,adam,1,0.678450281,5,logistic
split_resid_norm,poly_multi,0.91,11.51935986,-0.505238938,1155.819314,22.45545912,0.5,500,normal,"(200, 1000)",[[0.56 0.99 1.   1.   1.  ]],50,adam,1,1.505238989,5,logistic
split_resid_norm,poly_multi,0.934,6.210128056,0.188520065,1511.916438,22.6834476,1,500,normal,"(200, 1000)",[[0.73 0.95 0.99 1.   1.  ]],50,adam,1,0.811479717,5,logistic
cv_plus,poly_multi,0.906,3.668723105,0.520606584,1484.689005,449.4133484,0,500,normal,"(200, 1000)",[[1.   0.99 0.98 0.97 0.59]],50,adam,1,0.479393397,5,logistic
cv_plus,poly_multi,0.898,3.796992439,0.5038456,1315.169525,437.5610554,0.2,500,normal,"(200, 1000)",[[0.98 0.95 0.89 0.94 0.73]],50,adam,1,0.496154398,5,logistic
cv_plus,poly_multi,0.912,3.618014554,0.527232632,1571.862487,433.2271974,0.5,500,normal,"(200, 1000)",[[1.   0.98 0.84 0.93 0.81]],50,adam,1,0.472767292,5,logistic
cv_plus,poly_multi,0.944,3.909847211,0.48909788,1209.016733,400.1669919,1,500,normal,"(200, 1000)",[[1.   1.   1.   0.96 0.76]],50,adam,1,0.510901173,5,logistic
jackknife_plus_ab,poly_multi,0.906,3.356251579,0.561437352,1990.124061,480.5901966,0,500,normal,"(200, 1000)",[[0.93 0.86 0.91 0.95 0.88]],50,adam,1,0.438562628,5,logistic
jackknife_plus_ab,poly_multi,0.902,3.420766001,0.553007247,1884.092649,437.5643229,0.2,500,normal,"(200, 1000)",[[0.94 0.9  0.94 0.88 0.85]],50,adam,1,0.446992751,5,logistic
jackknife_plus_ab,poly_multi,0.908,3.171857018,0.58553224,2347.116438,468.6494105,0.5,500,normal,"(200, 1000)",[[0.82 0.8  0.97 0.99 0.96]],50,adam,1,0.414467723,5,logistic
jackknife_plus_ab,poly_multi,0.9,3.023677232,0.604894984,2646.12739,419.69016,1,500,normal,"(200, 1000)",[[1.   1.   0.97 0.9  0.63]],50,adam,1,0.395105016,5,logistic
split_resid_norm,poly_multi,0.906,48.21692423,-1.373285326,9241.104038,11.219697,0,500,normal,"(200, 1000)",[[0.55 0.98 1.   1.   1.  ]],50,adam,1,2.373285375,10,relu
split_resid_norm,poly_multi,0.92,40716.53161,-2003.107726,45576.56181,11.5788908,0.2,500,normal,"(200, 1000)",[[0.6 1.  1.  1.  1. ]],50,adam,1,2004.108527,10,relu
split_resid_norm,poly_multi,0.946,62.53767368,-2.07816263,6809.821017,11.4657886,0.5,500,normal,"(200, 1000)",[[0.74 0.99 1.   1.   1.  ]],50,adam,1,3.078167028,10,relu
split_resid_norm,poly_multi,0.952,9506938.844,-467938.8006,9509277.128,8.674697876,1,500,normal,"(200, 1000)",[[0.76 1.   1.   1.   1.  ]],50,adam,1,467941.0659,10,relu
cv_plus,poly_multi,0.992,3.737905037,0.816009658,19854.92998,310.5670316,0,500,normal,"(200, 1000)",[[1.   1.   1.   1.   0.96]],50,adam,1,0.183983435,10,relu
cv_plus,poly_multi,0.988,3.307771035,0.837181709,22331.94469,314.1368661,0.2,500,normal,"(200, 1000)",[[1.   1.   1.   0.99 0.95]],50,adam,1,0.162811808,10,relu
cv_plus,poly_multi,0.992,3.824670017,0.811739035,19740.76044,297.5622849,0.5,500,normal,"(200, 1000)",[[1.   1.   1.   1.   0.96]],50,adam,1,0.188254095,10,relu
cv_plus,poly_multi,0.986,4.224654609,0.792052405,17765.64399,275.8182983,1,500,normal,"(200, 1000)",[[1.   1.   1.   0.99 0.94]],50,adam,1,0.207941737,10,relu
jackknife_plus_ab,poly_multi,0.924,2.28608707,0.88747599,26613.97063,316.5795753,0,500,normal,"(200, 1000)",[[0.99 0.98 0.92 0.94 0.79]],50,adam,1,0.112523499,10,relu
jackknife_plus_ab,poly_multi,0.912,2.14056744,0.894638995,27552.46442,334.754564,0.2,500,normal,"(200, 1000)",[[0.97 0.96 0.97 0.94 0.72]],50,adam,1,0.105360877,10,relu
jackknife_plus_ab,poly_multi,0.908,2.252413219,0.889133905,26750.78463,321.4107125,0.5,500,normal,"(200, 1000)",[[0.93 0.98 0.97 0.91 0.75]],50,adam,1,0.110866038,10,relu
jackknife_plus_ab,poly_multi,0.914,2.276479387,0.887949227,26718.66907,322.0640061,1,500,normal,"(200, 1000)",[[0.99 0.97 0.94 0.96 0.71]],50,adam,1,0.112050599,10,relu
split_resid_norm,poly_multi,0.962,3472.602165,-169.9243086,6519.780837,5.341211557,0,500,normal,"(200, 1000)",[[0.81 1.   1.   1.   1.  ]],50,adam,1,170.9249618,10,tanh
split_resid_norm,poly_multi,0.94,6086.408281,-298.5786429,9229.257002,5.025559425,0.2,500,normal,"(200, 1000)",[[0.7 1.  1.  1.  1. ]],50,adam,1,299.5791206,10,tanh
split_resid_norm,poly_multi,0.936,254.1747487,-11.51072116,5722.824375,6.039787531,0.5,500,normal,"(200, 1000)",[[0.68 1.   1.   1.   1.  ]],50,adam,1,12.51073608,10,tanh
split_resid_norm,poly_multi,0.938,763.8554436,-36.59767828,4604.055477,6.207704782,1,500,normal,"(200, 1000)",[[0.69 1.   1.   1.   1.  ]],50,adam,1,37.59773113,10,tanh
cv_plus,poly_multi,0.92,5.33433183,0.737438542,14631.8458,154.2670155,0,500,normal,"(200, 1000)",[[0.92 0.92 0.93 0.92 0.91]],50,adam,1,0.262561163,10,tanh
cv_plus,poly_multi,0.916,5.185372805,0.744770559,15293.05631,159.7581639,0.2,500,normal,"(200, 1000)",[[0.9  0.95 0.89 0.94 0.9 ]],50,adam,1,0.255229251,10,tanh
cv_plus,poly_multi,0.932,5.437794916,0.73234553,14251.20352,153.2322021,0.5,500,normal,"(200, 1000)",[[0.96 0.94 0.94 0.92 0.9 ]],50,adam,1,0.26765372,10,tanh
cv_plus,poly_multi,0.91,5.302814421,0.738990081,14372.47263,155.6252785,1,500,normal,"(200, 1000)",[[0.9  0.92 0.92 0.92 0.89]],50,adam,1,0.261009845,10,tanh
jackknife_plus_ab,poly_multi,0.904,4.944403732,0.756631477,16395.13836,185.2499804,0,500,normal,"(200, 1000)",[[0.89 0.88 0.93 0.93 0.89]],50,adam,1,0.243368511,10,tanh
jackknife_plus_ab,poly_multi,0.906,4.926732019,0.757501281,16388.36002,187.5302298,0.2,500,normal,"(200, 1000)",[[0.89 0.91 0.87 0.93 0.93]],50,adam,1,0.242498692,10,tanh
jackknife_plus_ab,poly_multi,0.902,4.983011441,0.754731176,15842.40434,171.1703489,0.5,500,normal,"(200, 1000)",[[0.93 0.88 0.88 0.92 0.9 ]],50,adam,1,0.245268821,10,tanh
jackknife_plus_ab,poly_multi,0.9,4.982651449,0.754748898,15787.60114,176.3805268,1,500,normal,"(200, 1000)",[[0.89 0.93 0.89 0.87 0.92]],50,adam,1,0.245251102,10,tanh
split_resid_norm,poly_multi,0.912,321.1322877,-14.80645119,1943.711144,3.279424667,0,500,normal,"(200, 1000)",[[0.56 1.   1.   1.   1.  ]],50,adam,1,15.80645332,10,logistic
split_resid_norm,poly_multi,0.894,916.8346619,-44.12752011,3170.311399,3.130678654,0.2,500,normal,"(200, 1000)",[[0.48 0.99 1.   1.   1.  ]],50,adam,1,45.1275217,10,logistic
split_resid_norm,poly_multi,0.942,25.85544958,-0.272630682,986.0823603,3.772012711,0.5,500,normal,"(200, 1000)",[[0.75 0.97 0.99 1.   1.  ]],50,adam,1,1.272631163,10,logistic
split_resid_norm,poly_multi,0.944,105.2837251,-4.182162459,1206.960487,2.116816044,1,500,normal,"(200, 1000)",[[0.72 1.   1.   1.   1.  ]],50,adam,1,5.182170556,10,logistic
cv_plus,poly_multi,0.906,10.35780205,0.490178576,1530.991296,305.4839299,0,500,normal,"(200, 1000)",[[0.86 0.95 0.95 0.9  0.87]],50,adam,1,0.509821406,10,logistic
cv_plus,poly_multi,0.902,10.29175505,0.493429491,1603.016685,233.304786,0.2,500,normal,"(200, 1000)",[[0.84 0.92 0.94 0.97 0.84]],50,adam,1,0.506570507,10,logistic
cv_plus,poly_multi,0.906,10.57263875,0.479604098,1394.580875,248.592838,0.5,500,normal,"(200, 1000)",[[0.96 0.83 0.88 0.94 0.92]],50,adam,1,0.520395884,10,logistic
cv_plus,poly_multi,0.904,10.50342979,0.483010642,1444.878893,228.9259617,1,500,normal,"(200, 1000)",[[1.   0.94 0.8  0.88 0.9 ]],50,adam,1,0.51698935,10,logistic
jackknife_plus_ab,poly_multi,0.898,10.31146496,0.49245935,1641.980951,244.2762086,0,500,normal,"(200, 1000)",[[0.87 0.8  0.98 0.93 0.91]],50,adam,1,0.507540648,10,logistic
jackknife_plus_ab,poly_multi,0.902,10.32980154,0.491556805,1620.38089,271.4459236,0.2,500,normal,"(200, 1000)",[[0.69 0.94 0.96 0.96 0.96]],50,adam,1,0.508443193,10,logistic
jackknife_plus_ab,poly_multi,0.902,10.49351272,0.483498776,1583.67481,200.1524143,0.5,500,normal,"(200, 1000)",[[0.72 0.93 0.95 0.96 0.95]],50,adam,1,0.516501222,10,logistic
jackknife_plus_ab,poly_multi,0.902,10.52287682,0.482053446,1512.591537,205.8340154,1,500,normal,"(200, 1000)",[[0.91 0.96 0.89 0.85 0.9 ]],50,adam,1,0.517946552,10,logistic
split_resid_norm,non_linear_multi,0.878,0.199168215,0.812967456,2011.992611,4.879789829,0,500,normal,"(200, 1000)",[[0.49 0.9  1.   1.   1.  ]],50,adam,1,0.18703215,3,relu
split_resid_norm,non_linear_multi,0.894,0.05085624,0.952242586,2397.383888,5.355473518,0.2,500,normal,"(200, 1000)",[[0.53 0.94 1.   1.   1.  ]],50,adam,1,0.04775738,3,relu
split_resid_norm,non_linear_multi,0.942,0.024492418,0.976998274,2518.295719,5.251964331,0.5,500,normal,"(200, 1000)",[[0.82 0.96 0.94 0.99 1.  ]],50,adam,1,0.023000003,3,relu
split_resid_norm,non_linear_multi,0.954,0.025850059,0.975722237,2513.877853,5.257394314,1,500,normal,"(200, 1000)",[[0.92 0.94 0.98 0.94 0.99]],50,adam,1,0.024274918,3,relu
cv_plus,non_linear_multi,0.958,0.015955864,0.985013073,2558.502047,124.2105942,0,500,normal,"(200, 1000)",[[1.   1.   1.   0.94 0.85]],50,adam,1,0.014983614,3,relu
cv_plus,non_linear_multi,0.958,0.01585403,0.985108701,2559.243399,122.1323428,0.2,500,normal,"(200, 1000)",[[1.   1.   1.   0.95 0.84]],50,adam,1,0.014887985,3,relu
cv_plus,non_linear_multi,0.952,0.015238537,0.985687339,2562.356482,123.2863722,0.5,500,normal,"(200, 1000)",[[1.   0.99 0.98 0.96 0.83]],50,adam,1,0.014309996,3,relu
cv_plus,non_linear_multi,0.962,0.016247588,0.984738653,2557.603478,124.0853305,1,500,normal,"(200, 1000)",[[1.   1.   0.98 0.93 0.9 ]],50,adam,1,0.015257562,3,relu
jackknife_plus_ab,non_linear_multi,0.902,0.011849036,0.988872966,2578.622219,124.7122664,0,500,normal,"(200, 1000)",[[0.93 0.91 0.92 0.91 0.84]],50,adam,1,0.01112703,3,relu
jackknife_plus_ab,non_linear_multi,0.91,0.012217928,0.988526457,2577.566158,123.1580303,0.2,500,normal,"(200, 1000)",[[0.93 0.95 0.92 0.94 0.81]],50,adam,1,0.011473444,3,relu
jackknife_plus_ab,non_linear_multi,0.904,0.012870638,0.987913602,2574.024086,122.3781235,0.5,500,normal,"(200, 1000)",[[0.95 0.93 0.91 0.84 0.89]],50,adam,1,0.012086382,3,relu
jackknife_plus_ab,non_linear_multi,0.91,0.012458277,0.988300753,2575.961108,122.1765707,1,500,normal,"(200, 1000)",[[0.93 0.88 0.94 0.96 0.84]],50,adam,1,0.011699148,3,relu
split_resid_norm,non_linear_multi,0.94,0.824775148,0.225481126,1236.21927,2.015847921,0,500,normal,"(200, 1000)",[[0.7 1.  1.  1.  1. ]],50,adam,1,0.774518513,3,tanh
split_resid_norm,non_linear_multi,0.914,0.054267165,0.949039351,2386.501992,3.401929617,0.2,500,normal,"(200, 1000)",[[0.68 0.89 1.   1.   1.  ]],50,adam,1,0.050960463,3,tanh
split_resid_norm,non_linear_multi,0.936,0.046988816,0.95587315,2400.389533,3.090603828,0.5,500,normal,"(200, 1000)",[[0.77 1.   0.93 0.98 1.  ]],50,adam,1,0.044125612,3,tanh
split_resid_norm,non_linear_multi,0.894,0.043451444,0.95919618,2424.429062,3.417091131,1,500,normal,"(200, 1000)",[[0.57 0.9  1.   1.   1.  ]],50,adam,1,0.040803785,3,tanh
cv_plus,non_linear_multi,0.92,0.04152602,0.961003931,2435.040735,79.01023459,0,500,normal,"(200, 1000)",[[0.93 0.98 0.96 0.91 0.82]],50,adam,1,0.038995684,3,tanh
cv_plus,non_linear_multi,0.926,0.041460486,0.961065207,2436.852709,80.39100933,0.2,500,normal,"(200, 1000)",[[0.92 0.9  0.97 0.94 0.9 ]],50,adam,1,0.038934143,3,tanh
cv_plus,non_linear_multi,0.92,0.042127091,0.960439486,2433.220322,80.69813228,0.5,500,normal,"(200, 1000)",[[0.88 0.99 0.94 0.93 0.86]],50,adam,1,0.03956013,3,tanh
cv_plus,non_linear_multi,0.924,0.042877591,0.959734548,2431.027744,78.00875092,1,500,normal,"(200, 1000)",[[1.   0.95 0.95 0.9  0.82]],50,adam,1,0.040264899,3,tanh
jackknife_plus_ab,non_linear_multi,0.906,0.039704668,0.962714651,2445.150511,78.70512033,0,500,normal,"(200, 1000)",[[0.98 0.97 0.92 0.84 0.82]],50,adam,1,0.037285314,3,tanh
jackknife_plus_ab,non_linear_multi,0.902,0.03949727,0.962909442,2448.270533,78.95734644,0.2,500,normal,"(200, 1000)",[[0.93 0.95 0.93 0.87 0.83]],50,adam,1,0.037090554,3,tanh
jackknife_plus_ab,non_linear_multi,0.9,0.039291576,0.963102606,2446.481776,80.81667542,0.5,500,normal,"(200, 1000)",[[0.91 0.92 0.94 0.9  0.83]],50,adam,1,0.036897394,3,tanh
jackknife_plus_ab,non_linear_multi,0.908,0.03941262,0.962988877,2446.244073,77.94828439,1,500,normal,"(200, 1000)",[[0.99 0.95 0.9  0.81 0.89]],50,adam,1,0.037011062,3,tanh
split_resid_norm,non_linear_multi,0.85,0.049085239,0.953903324,2338.194437,14.86904049,0,500,normal,"(200, 1000)",[[0.85 0.81 0.8  0.87 0.92]],50,adam,1,0.046094292,3,logistic
split_resid_norm,non_linear_multi,0.932,1.723104977,-0.618109112,97.61310717,4.134222984,0.2,500,normal,"(200, 1000)",[[0.67 0.99 1.   1.   1.  ]],50,adam,1,1.618109745,3,logistic
split_resid_norm,non_linear_multi,0.866,1.096749445,-0.029920364,149.5560642,6.947700977,0.5,500,normal,"(200, 1000)",[[0.37 0.96 1.   1.   1.  ]],50,adam,1,1.029920399,3,logistic
split_resid_norm,non_linear_multi,0.88,0.970224147,0.088895204,143.2207482,4.818915129,1,500,normal,"(200, 1000)",[[0.79 0.72 0.9  0.99 1.  ]],50,adam,1,0.91110476,3,logistic
cv_plus,non_linear_multi,0.944,0.320334683,0.699183154,814.363545,577.1829617,0,500,normal,"(200, 1000)",[[1.   1.   1.   0.92 0.8 ]],50,adam,1,0.300815493,3,logistic
cv_plus,non_linear_multi,0.944,0.287763536,0.72976956,936.4323907,588.867116,0.2,500,normal,"(200, 1000)",[[1.   1.   0.99 0.92 0.81]],50,adam,1,0.270229027,3,logistic
cv_plus,non_linear_multi,0.952,0.411928924,0.613169788,550.1526883,544.1323667,0.5,500,normal,"(200, 1000)",[[1.   1.   1.   0.95 0.81]],50,adam,1,0.386828554,3,logistic
cv_plus,non_linear_multi,0.944,0.389546036,0.634189233,624.7883388,556.1107068,1,500,normal,"(200, 1000)",[[1.   1.   0.99 0.9  0.83]],50,adam,1,0.365809539,3,logistic
jackknife_plus_ab,non_linear_multi,0.928,0.165385007,0.844691858,1635.288954,573.3835251,0,500,normal,"(200, 1000)",[[1.   1.   1.   0.88 0.76]],50,adam,1,0.15530748,3,logistic
jackknife_plus_ab,non_linear_multi,0.93,0.1682501,0.84200125,1618.036827,561.4635651,0.2,500,normal,"(200, 1000)",[[1.   1.   1.   0.98 0.67]],50,adam,1,0.157997992,3,logistic
jackknife_plus_ab,non_linear_multi,0.928,0.155034088,0.854412049,1688.048788,574.0614634,0.5,500,normal,"(200, 1000)",[[1.   1.   1.   0.93 0.71]],50,adam,1,0.145587281,3,logistic
jackknife_plus_ab,non_linear_multi,0.924,0.109067761,0.897577628,1957.486421,606.0049863,1,500,normal,"(200, 1000)",[[1.   1.   1.   0.97 0.65]],50,adam,1,0.102421855,3,logistic
split_resid_norm,non_linear_multi,0.938,0.451620305,0.826736557,3712.507371,5.599641562,0,500,normal,"(200, 1000)",[[0.75 0.96 0.98 1.   1.  ]],50,adam,1,0.173262249,5,relu
split_resid_norm,non_linear_multi,0.86,0.149757268,0.94254474,4937.866771,9.088010311,0.2,500,normal,"(200, 1000)",[[0.47 0.86 0.97 1.   1.  ]],50,adam,1,0.057453752,5,relu
split_resid_norm,non_linear_multi,0.974,0.313067856,0.879888002,4231.803872,6.741807699,0.5,500,normal,"(200, 1000)",[[0.88 0.99 1.   1.   1.  ]],50,adam,1,0.120107179,5,relu
split_resid_norm,non_linear_multi,0.888,0.252046082,0.90330344,4504.544848,5.894180059,1,500,normal,"(200, 1000)",[[0.53 0.92 1.   0.99 1.  ]],50,adam,1,0.09669643,5,relu
cv_plus,non_linear_multi,0.984,0.111403158,0.957253888,5099.937319,211.0948296,0,500,normal,"(200, 1000)",[[1.   1.   1.   1.   0.92]],50,adam,1,0.042739357,5,relu
cv_plus,non_linear_multi,0.98,0.096930977,0.962806673,5165.572552,216.3186238,0.2,500,normal,"(200, 1000)",[[1.  1.  1.  1.  0.9]],50,adam,1,0.037187165,5,relu
cv_plus,non_linear_multi,0.984,0.096681138,0.96290189,5168.514796,222.6058316,0.5,500,normal,"(200, 1000)",[[1.   1.   1.   1.   0.92]],50,adam,1,0.037091316,5,relu
cv_plus,non_linear_multi,0.988,0.096286348,0.963052686,5164.724804,223.8428502,1,500,normal,"(200, 1000)",[[1.   1.   1.   1.   0.94]],50,adam,1,0.036939857,5,relu
jackknife_plus_ab,non_linear_multi,0.902,0.059788269,0.977062476,5345.008896,210.7741103,0,500,normal,"(200, 1000)",[[0.97 0.95 0.95 0.91 0.73]],50,adam,1,0.02293752,5,relu
jackknife_plus_ab,non_linear_multi,0.912,0.061498314,0.976406287,5332.035145,208.5126638,0.2,500,normal,"(200, 1000)",[[0.96 0.93 0.93 0.91 0.83]],50,adam,1,0.023593572,5,relu
jackknife_plus_ab,non_linear_multi,0.908,0.055590748,0.978672778,5358.529539,220.0362284,0.5,500,normal,"(200, 1000)",[[1.   0.95 0.93 0.86 0.8 ]],50,adam,1,0.021327159,5,relu
jackknife_plus_ab,non_linear_multi,0.904,0.055583148,0.978675741,5359.741821,219.9114606,1,500,normal,"(200, 1000)",[[0.99 0.98 0.93 0.89 0.73]],50,adam,1,0.021324243,5,relu
split_resid_norm,non_linear_multi,0.944,5.729534361,-1.198109677,2060.943044,2.917124987,0,500,normal,"(200, 1000)",[[0.72 1.   1.   1.   1.  ]],50,adam,1,2.198111997,5,tanh
split_resid_norm,non_linear_multi,0.862,0.259655081,0.900383109,4513.741873,3.012552023,0.2,500,normal,"(200, 1000)",[[0.5  0.84 0.97 1.   1.  ]],50,adam,1,0.099615591,5,tanh
split_resid_norm,non_linear_multi,0.886,0.420539206,0.838661721,4175.25701,3.203098297,0.5,500,normal,"(200, 1000)",[[0.54 0.9  0.99 1.   1.  ]],50,adam,1,0.161338115,5,tanh
