strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features
jackknife_plus,linear_multi,0.9033333333333332,1.811912838962453,-3.914830342342346,17.321257694179724,467.8500027656555,0.0,300,normal,"(200, 1000)",999,300,adam,1,4.914830385840461,3
jackknife_plus,linear_multi,0.9033333333333332,2.4798245077898127,-5.726546920506072,17.98916936300708,473.3044044971466,0.2,300,normal,"(200, 1000)",999,300,adam,1,6.726546984134372,3
jackknife_plus,linear_multi,0.9,3.4816920110308525,-8.444121881575239,18.991036866248194,475.7364692687988,0.5,300,normal,"(200, 1000)",999,300,adam,1,9.44412188157524,3
jackknife_plus,linear_multi,0.9,5.151471183099253,-12.973413377310017,20.660816038316725,483.26924562454224,1.0,300,normal,"(200, 1000)",999,300,adam,1,13.973413377310017,3
jackknife_plus,linear_multi,0.9033333333333333,0.975242889954765,0.3177519042917352,66.37618823966763,506.2740876674652,0.0,300,normal,"(200, 1000)",999,300,adam,1,0.682248092177688,5
jackknife_plus,linear_multi,0.9033333333333333,1.0072301052219677,0.295374692858122,67.89530726888167,516.3257832527161,0.2,300,normal,"(200, 1000)",999,300,adam,1,0.7046253038599369,5
jackknife_plus,linear_multi,0.9033333333333333,1.872694129413256,-0.3100756814785097,67.80864881288996,531.1732420921326,0.5,300,normal,"(200, 1000)",999,300,adam,1,1.3100756849237951,5
jackknife_plus,linear_multi,0.9033333333333333,3.3180788189961907,-1.3212196191900143,69.2540335024729,584.3700058460236,1.0,300,normal,"(200, 1000)",999,300,adam,1,2.3212196338702324,5
