strategy,data_name,coverage,mean_width,cwc,mwi,total_time,noise_std,num_samples,noise_type,layer_size,ssc,cv_size,optimiser,bagging_fraction,normalised_mean_width,num_features,active_function
cqr,linear_multi,0.902,0.6429753057566198,0.792737413685794,2355.89908319186,0.2529599666595459,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.93 0.89 0.88 0.9  0.91]],50,adam,1,0.2072625831432564,10,relu
split,poly_multi,0.898,0.095723126319726,0.9614188019875424,5129.79809233392,10.001070976257324,0.5,500,normal,"(200, 1000, 1000, 1000)",999,50,adam,1,0.0385811941667822,3,relu
split_resid_norm,poly_multi,0.858,0.156590875531436,0.936884414412462,4887.8005382833735,10.194004535675049,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.72 0.71 0.86 1.   1.  ]],50,adam,1,0.0631139329219732,3,relu
jackknife_plus,poly_multi,0.952,0.1709353487448364,0.9311020112288416,4812.31624010704,3341.1152744293213,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.9  0.94 0.94 0.98 1.  ]],500,adam,1,0.0688954710679161,3,relu
jackknife_plus_ab,poly_multi,0.91,0.1279875684026013,0.9484145316200526,5020.070715403269,284.02939224243164,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.93 0.89 0.94 0.95 0.84]],50,adam,1,0.0515853735384895,3,relu
cqr,poly_multi,0.902,0.3224498779333536,0.8700366132925937,3477.722958125182,0.2839522361755371,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.76 0.9  0.91 0.97 0.97]],50,adam,1,0.1299633832272597,3,relu
split,poly_multi,0.862,1.0832194430461968,0.8584540774596052,10845.57895414069,10.09806203842163,0.5,500,normal,"(200, 1000, 1000, 1000)",999,50,adam,1,0.141544682931812,5,relu
split_resid_norm,poly_multi,0.946,6.991815771751866,0.0863766793820476,5057.299105944157,10.401572942733765,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.74 0.99 1.   1.   1.  ]],50,adam,1,0.9136231378447054,5,relu
jackknife_plus,poly_multi,0.922,1.1450085604355795,0.8503808987940807,11269.697635490396,3434.4320228099823,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.98 0.97 0.9  0.93 0.83]],500,adam,1,0.1496186896214645,5,relu
jackknife_plus_ab,poly_multi,0.91,1.0376366747487886,0.8644115477216213,11699.124780012242,287.0130684375763,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.92 0.89 0.92 0.96 0.86]],50,adam,1,0.1355883658372196,5,relu
cqr,poly_multi,0.902,1.2169861694630526,0.8409759663762351,8866.689923803078,0.6088557243347168,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.83 0.9  0.91 0.93 0.94]],50,adam,1,0.159024030259861,5,relu
split,poly_multi,0.924,5.371716689609073,0.7355982926770142,12728.966048420036,10.127327919006348,0.5,500,normal,"(200, 1000, 1000, 1000)",999,50,adam,1,0.2644012836182471,10,relu
split_resid_norm,poly_multi,0.962,967045.4521510968,-47597.76419360928,969250.5773894882,10.247979879379272,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.81 1.   1.   1.   1.  ]],50,adam,1,47598.94715976651,10,relu
jackknife_plus,poly_multi,0.926,4.965604858759405,0.7555874372735432,14083.195186874626,3301.5175783634186,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.98 0.91 0.93 0.97 0.84]],500,adam,1,0.2444120519491765,10,relu
jackknife_plus_ab,poly_multi,0.904,4.823240201733663,0.7625952670684399,14127.9709269472,282.50501775741577,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.88 0.92 0.95 0.9  0.87]],50,adam,1,0.2374047207300356,10,relu
cqr,poly_multi,0.902,4.408365950402668,0.7830158029322986,13720.943948557182,0.384315013885498,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.91 0.87 0.92 0.92 0.89]],50,adam,1,0.2169841939356382,10,relu
split,non_linear_multi,0.854,0.0442911020306358,0.9584056925112232,2451.837288851384,10.176654577255247,0.5,500,normal,"(200, 1000, 1000, 1000)",999,50,adam,1,0.0415922795001858,3,relu
split_resid_norm,non_linear_multi,0.752,0.131873613055092,0.876142748258943,2119.6869613511267,10.349788904190063,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.32 0.5  0.94 1.   1.  ]],50,adam,1,0.1238380605001174,3,relu
jackknife_plus,non_linear_multi,0.954,0.0511592776573922,0.9519552726007782,2384.20015490608,3375.5866198539734,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.96 0.94 0.95 0.93 0.99]],500,adam,1,0.0480419514935996,3,relu
jackknife_plus_ab,non_linear_multi,0.904,0.0425071244916912,0.9600829782524972,2427.791174061741,376.9330413341522,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.96 0.93 0.92 0.89 0.82]],50,adam,1,0.039917006386175,3,relu
cqr,non_linear_multi,0.902,0.1276239551276902,0.8801526463520782,1780.9723219940363,0.3328156471252441,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.78 0.92 0.9  0.95 0.96]],50,adam,1,0.1198473501273112,3,relu
split,non_linear_multi,0.902,0.2480411018574163,0.9048400606383006,4234.108052111937,10.25625491142273,0.5,500,normal,"(200, 1000, 1000, 1000)",999,50,adam,1,0.0951599357423391,5,relu
split_resid_norm,non_linear_multi,0.918,0.8387345906945549,0.6782227475072011,2709.586053201989,10.888089418411257,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.59 1.   1.   1.   1.  ]],50,adam,1,0.321777032748593,5,relu
jackknife_plus,non_linear_multi,0.938,0.1872023645702837,0.9281792521587032,4678.560422107557,3402.710772752762,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.99 0.88 0.94 0.94 0.94]],500,adam,1,0.0718194075494891,5,relu
jackknife_plus_ab,non_linear_multi,0.896,0.1564649410827878,0.9399728619236808,4847.608468121428,309.2635934352875,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.87 0.9  0.88 0.91 0.92]],50,adam,1,0.0600271230367532,5,relu
cqr,non_linear_multi,0.902,0.3830820196303537,0.8530321751296955,3195.736878659172,0.4456257820129394,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.77 0.88 0.93 0.98 0.95]],50,adam,1,0.1469678214581758,5,relu
split,non_linear_multi,0.906,0.4445425364374778,0.8774580741127627,5578.987905506755,10.15777325630188,0.5,500,normal,"(200, 1000, 1000, 1000)",999,50,adam,1,0.1225418942987462,10,relu
split_resid_norm,non_linear_multi,0.914,280.9546511066599,-76.447500915581,1816.1598699898109,10.059946298599243,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.57 1.   1.   1.   1.  ]],50,adam,1,77.44751589929265,10,relu
jackknife_plus,non_linear_multi,0.952,0.3738322223009357,0.8969475739963599,5716.868581246697,3585.961374282837,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.96 0.93 0.98 0.96 0.93]],500,adam,1,0.1030500006541209,10,relu
jackknife_plus_ab,non_linear_multi,0.9,0.3295071282408752,0.9091685848486724,5903.406578805358,289.1966247558594,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.9  0.95 0.94 0.86 0.85]],50,adam,1,0.0908314151513276,10,relu
cqr,non_linear_multi,0.902,0.7652846514756685,0.7890428371058118,3052.304117572838,0.5451741218566895,0.5,500,normal,"(200, 1000, 1000, 1000)",[[0.87 0.87 0.9  0.92 0.95]],50,adam,1,0.2109571597380169,10,relu
